"word_kanji","kana_parsed","kana_parsed2","hangul"
謝肉祭,シャ|ニク|サイ,シャ|ニク|サイ,사육제
紀伊,キ|イ,キ|イ,기이
投手,トウ|シュ,トー|シュ,투수
南陽,ナン|ヨウ,ナン|ヨー,남양
官話,カン|ワ,カン|ワ,관화
正義,マサ|ヨシ,マサ|ヨシ,정의
軟口蓋,ナン|コウ|ガイ,ナン|コー|ガイ,연구개
口蓋垂,コウ|ガイ|スイ,コー|ガイ|スイ,구개수
表記,ヒョウ|キ,ヒョー|キ,표기
運転,ウン|テン,ウン|テン,운전
歯,ハ,ハ,치
能力,ノウ|リョク,ノー|リョク,능력
試験,シ|ケン,シ|ケン,시험
中尉,チュウ|イ,チュー|イ,중위
喉頭蓋,コウ|トウ|ガイ,コー|トー|ガイ,후두개
咽頭,イン|トウ,イン|トー,인두
講和,コウ|ワ,コー|ワ,강화
義務,ギ|ム,ギ|ム,의무
変数,ヘン|スウ,ヘン|スー,변수
回帰線,カイ|キ|セン,カイ|キ|セン,회귀선
南回帰線,ミナミ|カイ|キ|セン,ミナミ|カイ|キ|セン,남회귀선
北回帰線,キタ|カイ|キ|セン,キタ|カイ|キ|セン,북회귀선
北極圏,ホッ|キョク|ケン,ホッ|キョク|ケン,북극권
東半球,ヒガシ|ハン|キュウ,ヒガシ|ハン|キュー,동반구
西半球,ニシ|ハン|キュウ,ニシ|ハン|キュー,서반구
本初,ホン|ショ,ホン|ショ,본초
子午線,シ|ゴ|セン,シ|ゴ|セン,자오선
垂直,スイ|チョク,スイ|チョク,수직
運賃,ウン|チン,ウン|チン,운임
孟子,モウ|シ,モー|シ,맹자
天然,テン|ネン,テン|ネン,천연
濃縮,ノウ|シュク,ノー|シュク,농축
中庸,チュウ|ヨウ,チュー|ヨー,중용
予選,ヨ|セン,ヨ|セン,예선
不動産,フ|ドウ|サン,フ|ドー|サン,부동산
天敵,テン|テキ,テン|テキ,천적
擬態,ギ|タイ,ギ|タイ,의태
郊外,コウ|ガイ,コー|ガイ,교외
陰茎,イン|ケイ,イン|ケイ,음경
鉄,テツ,テツ,철
聖霊,セイ|レイ,セイ|レイ,성령
直交,チョッ|コウ,チョッ|コー,직교
媒質,バイ|シツ,バイ|シツ,매질
信用,シン|ヨウ,シン|ヨー,신용
権力,ケン|リョク,ケン|リョク,권력
分立,ブン|リツ,ブン|リツ,분립
平行,ヘイ|コウ,ヘイ|コー,평행
原点,ゲン|テン,ゲン|テン,원점
家族,カ|ゾク,カ|ゾク,가족
管理,カン|リ,カン|リ,관리
太陰暦,タイ|イン|レキ,タイ|イン|レキ,태음력
太皇太后,タイ|コウ|タイ|コウ,タイ|コー|タイ|コー,태황태후
蒸発,ジョウ|ハツ,ジョー|ハツ,증발
赤外線,セキ|ガイ|セン,セキ|ガイ|セン,적외선
空気,クウ|キ,クー|キ,공기
公,オオヤケ,オーヤケ,공
横断,オウ|ダン,オー|ダン,횡단
白虎,ビャッ|コ,ビャッ|コ,백호
権利,ケン|リ,ケン|リ,권리
割礼,カツ|レイ,カツ|レイ,할례
電鉄,デン|テツ,デン|テツ,전철
航法,コウ|ホウ,コー|ホー,항법
着陸,チャク|リク,チャク|リク,착륙
伝書鳩,デン|ショ|バト,デン|ショ|バト,전서구
道具,ドウ|グ,ドー|グ,도구
無人,ム|ジン,ム|ジン,무인
管制,カン|セイ,カン|セイ,관제
素,モト,モト,소
皇太子,コウ|タイ|シ,コー|タイ|シ,황태자
飛行,ヒ|コウ,ヒ|コー,비행
豪雨,ゴウ|ウ,ゴー|ウ,호우
中西部,チュウ|セイ|ブ,チュー|セイ|ブ,중서부
対,タイ,タイ,대
亜美,ア|ミ,ア|ミ,아미
死火山,シ|カ|ザン,シ|カ|ザン,사화산
色相,シキ|ソウ,シキ|ソー,색상
原色,ゲン|ショク,ゲン|ショク,원색
補色,ホ|ショク,ホ|ショク,보색
精液,セイ|エキ,セイ|エキ,정액
漁業,ギョ|ギョウ,ギョ|ギョー,어업
角膜,カク|マク,カク|マク,각막
天使,テン|シ,テン|シ,천사
検索,ケン|サク,ケン|サク,검색
網膜,モウ|マク,モー|マク,망막
市場,シ|ジョウ,シ|ジョー,시장
紙幣,シ|ヘイ,シ|ヘイ,지폐
勲章,クン|ショウ,クン|ショー,훈장
現在,ゲン|ザイ,ゲン|ザイ,현재
家父長制,カ|フ|チョウ|セイ,カ|フ|チョー|セイ,가부장제
未来,ミ|ライ,ミ|ライ,미래
過去,カ|コ,カ|コ,과거
機関,キ|カン,キ|カン,기관
同人,ドウ|ジン,ドー|ジン,동인
市町村,シ|チョウ|ソン,シ|チョー|ソン,시정촌
綱領,コウ|リョウ,コー|リョー,강령
学名,ガク|メイ,ガク|メイ,학명
平原,ヘイ|ゲン,ヘイ|ゲン,평원
決定,ケッ|テイ,ケッ|テイ,결정
問題,モン|ダイ,モン|ダイ,문제
渾沌,コン|トン,コン|トン,혼돈
角,カク,カク,각
陛下,ヘイ|カ,ヘイ|カ,폐하
金元雄,キン|ゲン|ユウ,キン|ゲン|ユー,김원웅
京劇,キョウ|ゲキ,キョー|ゲキ,경극
風洞,フウ|ドウ,フー|ドー,풍동
市民,シ|ミン,シ|ミン,시민
中世,チュウ|セイ,チュー|セイ,중세
近世,キン|セイ,キン|セイ,근세
天国,テン|ゴク,テン|ゴク,천국
上告,ジョウ|コク,ジョー|コク,상고
物体,ブッ|タイ,ブッ|タイ,물체
吸血鬼,キュウ|ケツ|キ,キュー|ケツ|キ,흡혈귀
近似,キン|ジ,キン|ジ,근사
倍数,バイ|スウ,バイ|スー,배수
輝度,キ|ド,キ|ド,휘도
誤植,ゴ|ショク,ゴ|ショク,오식
悪霊,アク|リョウ,アク|リョー,악령
講堂,コウ|ドウ,コー|ドー,강당
責任,セキ|ニン,セキ|ニン,책임
代替,ダイ|タイ,ダイ|タイ,대체
現実,ゲン|ジツ,ゲン|ジツ,현실
天才,テン|サイ,テン|サイ,천재
基数,キ|スウ,キ|スー,기수
身分,ミ|ブン,ミ|ブン,신분
公安,コウ|アン,コー|アン,공안
恐怖,キョウ|フ,キョー|フ,공포
性欲,セイ|ヨク,セイ|ヨク,성욕
配置,ハイ|チ,ハイ|チ,배치
同性,ドウ|セイ,ドー|セイ,동성
結婚,ケッ|コン,ケッ|コン,결혼
典型,テン|ケイ,テン|ケイ,전형
英雄,エイ|ユウ,エイ|ユー,영웅
解釈,カイ|シャク,カイ|シャク,해석
風媒花,フウ|バイ|カ,フー|バイ|カ,풍매화
環,タマキ,タマキ,환
代名詞,ダイ|メイ|シ,ダイ|メイ|シ,대명사
関係,カン|ケイ,カン|ケイ,관계
徴用,チョウ|ヨウ,チョー|ヨー,징용
消費,ショウ|ヒ,ショー|ヒ,소비
単一,タン|イツ,タン|イツ,단일
帆船,ハン|セン,ハン|セン,범선
遺言,ユイ|ゴン,ユイ|ゴン,유언
可読性,カ|トク|セイ,カ|トク|セイ,가독성
染料,セン|リョウ,セン|リョー,염료
氷河期,ヒョウ|ガ|キ,ヒョー|ガ|キ,빙하기
警察,ケイ|サツ,ケイ|サツ,경찰
到達,トウ|タツ,トー|タツ,도달
楊貴妃,ヨウ|キ|ヒ,ヨー|キ|ヒ,양귀비
散文,サン|ブン,サン|ブン,산문
客車,キャク|シャ,キャク|シャ,객차
医薬品,イ|ヤク|ヒン,イ|ヤク|ヒン,의약품
製薬,セイ|ヤク,セイ|ヤク,제약
促音,ソク|オン,ソク|オン,촉음
拘留,コウ|リュウ,コー|リュー,구류
推定,スイ|テイ,スイ|テイ,추정
金寿煥,キン|ジュ|カン,キン|ジュ|カン,김수환
間接,カン|セツ,カン|セツ,간접
遺跡,イ|セキ,イ|セキ,유적
店長,テン|チョウ,テン|チョー,점장
判例,ハン|レイ,ハン|レイ,판례
計量,ケイ|リョウ,ケイ|リョー,계량
聖餐,セイ|サン,セイ|サン,성찬
特恵,トッ|ケイ,トッ|ケイ,특혜
解散,カイ|サン,カイ|サン,해산
廃藩置県,ハイ|ハン|チ|ケン,ハイ|ハン|チ|ケン,폐번치현
長,ナガ,ナガ,장
弾倉,ダン|ソウ,ダン|ソー,탄창
茶碗,チャ|ワン,チャ|ワン,다완
合成,ゴウ|セイ,ゴー|セイ,합성
町,マチ,マチ,정
扇風機,セン|プウ|キ,セン|プー|キ,선풍기
変光星,ヘン|コウ|セイ,ヘン|コー|セイ,변광성
原子核,ゲン|シ|カク,ゲン|シ|カク,원자핵
熱帯夜,ネッ|タイ|ヤ,ネッ|タイ|ヤ,열대야
緯線,イ|セン,イ|セン,위선
性交,セイ|コウ,セイ|コー,성교
体位,タイ|イ,タイ|イ,체위
悠,ユウ,ユー,유
窓口,マド|グチ,マド|グチ,창구
里沙,リ|サ,リ|サ,리사
農園,ノウ|エン,ノー|エン,농원
双眼鏡,ソウ|ガン|キョウ,ソー|ガン|キョー,쌍안경
電波,デン|パ,デン|パ,전파
宮刑,キュウ|ケイ,キュー|ケイ,궁형
天子,テン|シ,テン|シ,천자
株主,カブ|ヌシ,カブ|ヌシ,주주
総督,ソウ|トク,ソー|トク,총독
係数,ケイ|スウ,ケイ|スー,계수
返還,ヘン|カン,ヘン|カン,반환
株価,カブ|カ,カブ|カ,주가
白頭山,ハク|トウ|サン,ハク|トー|サン,백두산
濁点,ダク|テン,ダク|テン,탁점
反射,ハン|シャ,ハン|シャ,반사
屈折,クッ|セツ,クッ|セツ,굴절
均衡,キン|コウ,キン|コー,균형
皇居外苑,コウ|キョ|ガイ|エン,コー|キョ|ガイ|エン,황거외원
涅槃,ネ|ハン,ネ|ハン,열반
太陽光,タイ|ヨウ|コウ,タイ|ヨー|コー,태양광
膀胱,ボウ|コウ,ボー|コー,방광
公開,コウ|カイ,コー|カイ,공개
操作,ソウ|サ,ソー|サ,조작
銀貨,ギン|カ,ギン|カ,은화
台車,ダイ|シャ,ダイ|シャ,대차
門,モン,モン,문
記録,キ|ロク,キ|ロク,기록
誘拐,ユウ|カイ,ユー|カイ,유괴
独占,ドク|セン,ドク|セン,독점
測度,ソク|ド,ソク|ド,측도
標本,ヒョウ|ホン,ヒョー|ホン,표본
推論,スイ|ロン,スイ|ロン,추론
自然,シ|ゼン,シ|ゼン,자연
災害,サイ|ガイ,サイ|ガイ,재해
江南,コウ|ナン,コー|ナン,강남
作用,サ|ヨウ,サ|ヨー,작용
睡眠,スイ|ミン,スイ|ミン,수면
将軍,ショウ|グン,ショー|グン,장군
高所,コウ|ショ,コー|ショ,고소
法人,ホウ|ジン,ホー|ジン,법인
建設,ケン|セツ,ケン|セツ,건설
蒸気,ジョウ|キ,ジョー|キ,증기
四君子,シク|ン|シ,シク|ン|シ,사군자
失語症,シツ|ゴ|ショウ,シツ|ゴ|ショー,실어증
選手権,セン|シュ|ケン,セン|シュ|ケン,선수권
大会,タイ|カイ,タイ|カイ,대회
遺伝,イ|デン,イ|デン,유전
炭水車,タン|スイ|シャ,タン|スイ|シャ,탄수차
資本,シ|ホン,シ|ホン,자본
線型,セン|ケイ,セン|ケイ,선형
可能,カ|ノウ,カ|ノー,가능
保険,ホ|ケン,ホ|ケン,보험
西域,セイ|イキ,セイ|イキ,서역
大,ダイ,ダイ,대
民兵,ミン|ペイ,ミン|ペイ,민병
平和,ヘイ|ワ,ヘイ|ワ,평화
発散,ハッ|サン,ハッ|サン,발산
広告,コウ|コク,コー|コク,광고
再生,サイ|セイ,サイ|セイ,재생
溶岩,ヨウ|ガン,ヨー|ガン,용암
金昌洙,キム|ショウ|シュ,キム|ショー|シュ,김창수
王朝,オウ|チョウ,オー|チョー,왕조
人体,ジン|タイ,ジン|タイ,인체
中古,チュウ|コ,チュー|コ,중고
仮釈放,カリ|シャク|ホウ,カリ|シャク|ホー,가석방
久能山,ク|ノウ|ザン,ク|ノー|ザン,구능산
会談,カイ|ダン,カイ|ダン,회담
食品,ショク|ヒン,ショク|ヒン,식품
少年,ショウ|ネン,ショー|ネン,소년
基地,キ|チ,キ|チ,기지
鉄拳,テッ|ケン,テッ|ケン,철권
原住民,ゲン|ジュウ|ミン,ゲン|ジュー|ミン,원주민
蓄音機,チク|オン|キ,チク|オン|キ,축음기
位置,イ|チ,イ|チ,위치
保存,ホ|ゾン,ホ|ゾン,보존
治外法権,チ|ガイ|ホウ|ケン,チ|ガイ|ホー|ケン,치외법권
有効,ユウ|コウ,ユー|コー,유효
搾取,サク|シュ,サク|シュ,착취
磁気,ジ|キ,ジ|キ,자기
気象,キ|ショウ,キ|ショー,기상
放電,ホウ|デン,ホー|デン,방전
出版,シュッ|パン,シュッ|パン,출판
男装,ダン|ソウ,ダン|ソー,남장
種痘,シュ|トウ,シュ|トー,종두
原爆,ゲン|バク,ゲン|バク,원폭
亡命,ボウ|メイ,ボー|メイ,망명
希望,キ|ボウ,キ|ボー,희망
陽明学,ヨウ|メイ|ガク,ヨー|メイ|ガク,양명학
糖蜜,トウ|ミツ,トー|ミツ,당밀
回折,カイ|セツ,カイ|セツ,회절
雨林,ウ|リン,ウ|リン,우림
水酸化,スイ|サン|カ,スイ|サン|カ,수산화
線形,セン|ケイ,セン|ケイ,선형
事変,ジ|ヘン,ジ|ヘン,사변
軍曹,グン|ソウ,グン|ソー,군조
探査,タン|サ,タン|サ,탐사
価値,カ|チ,カ|チ,가치
自我,ジ|ガ,ジ|ガ,자아
編集,ヘン|シュウ,ヘン|シュー,편집
休火山,キュウ|カ|ザン,キュー|カ|ザン,휴화산
物品,ブッ|ピン,ブッ|ピン,물품
売買,バイ|バイ,バイ|バイ,매매
虫媒花,チュウ|バイ|カ,チュー|バイ|カ,충매화
湿潤,シツ|ジュン,シツ|ジュン,습윤
少雨,ショウ|ウ,ショー|ウ,소우
氷雪,ヒョウ|セツ,ヒョー|セツ,빙설
高山,タカ|ヤマ,タカ|ヤマ,고산
家庭,カ|テイ,カ|テイ,가정
自転,ジ|テン,ジ|テン,자전
歯石,シ|セキ,シ|セキ,치석
映写機,エイ|シャ|キ,エイ|シャ|キ,영사기
推進,スイ|シン,スイ|シン,추진
週刊,シュウ|カン,シュー|カン,주간
酸化,サン|カ,サン|カ,산화
腹腔,フク|コウ,フク|コー,복강
講義,コウ|ギ,コー|ギ,강의
嘔吐,オウ|ト,オー|ト,구토
壁,カベ,カベ,벽
乳製品,ニュウ|セイ|ヒン,ニュー|セイ|ヒン,유제품
天皇杯,テン|ノウ|ハイ,テン|ノー|ハイ,천황배
民主進歩党,ミン|シュ|シン|ポ|トウ,ミン|シュ|シン|ポ|トー,민주진보당
誘惑,ユウ|ワク,ユー|ワク,유혹
救世主,キュウ|セイ|シュ,キュー|セイ|シュ,구세주
真理,シン|リ,シン|リ,진리
早漏,ソウ|ロウ,ソー|ロー,조루
生殖,セイ|ショク,セイ|ショク,생식
成文法,セイ|ブン|ポウ,セイ|ブン|ポー,성문법
酵母,コウ|ボ,コー|ボ,효모
白書,ハク|ショ,ハク|ショ,백서
誕生,タン|ジョウ,タン|ジョー,탄생
軍隊,グン|タイ,グン|タイ,군대
実行,ジッ|コウ,ジッ|コー,실행
肥料,ヒ|リョウ,ヒ|リョー,비료
勃起,ボッ|キ,ボッ|キ,발기
出力,シュツ|リョク,シュツ|リョク,출력
入力,ニュウ|リョク,ニュー|リョク,입력
入出力,ニュウ|シュツ|リョク,ニュー|シュツ|リョク,입출력
磁気圏,ジ|キ|ケン,ジ|キ|ケン,자기권
比較,ヒ|カク,ヒ|カク,비교
顧客,コ|キャク,コ|キャク,고객
共有,キョウ|ユウ,キョー|ユー,공유
食事,ショク|ジ,ショク|ジ,식사
月経,ゲッ|ケイ,ゲッ|ケイ,월경
少女,ショウ|ジョ,ショー|ジョ,소녀
文書,ブン|ショ,ブン|ショ,문서
気流,キ|リュウ,キ|リュー,기류
財産,ザイ|サン,ザイ|サン,재산
経験,ケイ|ケン,ケイ|ケン,경험
生理学,セイ|リ|ガク,セイ|リ|ガク,생리학
郵便,ユウ|ビン,ユー|ビン,우편
宿題,シュク|ダイ,シュク|ダイ,숙제
食道,ショク|ドウ,ショク|ドー,식도
事実,ジ|ジツ,ジ|ジツ,사실
体力,タイ|リョク,タイ|リョク,체력
白銅,ハク|ドウ,ハク|ドー,백동
浮上,フ|ジョウ,フ|ジョー,부상
血管,ケッ|カン,ケッ|カン,혈관
肝炎,カン|エン,カン|エン,간염
百姓,ヒャク|ショウ,ヒャク|ショー,백성
殉職,ジュン|ショク,ジュン|ショク,순직
触手,ショク|シュ,ショク|シュ,촉수
商標,ショウ|ヒョウ,ショー|ヒョー,상표
価格,カ|カク,カ|カク,가격
発音,ハツ|オン,ハツ|オン,발음
拡張,カク|チョウ,カク|チョー,확장
頭皮,トウ|ヒ,トー|ヒ,두피
原油,ゲン|ユ,ゲン|ユ,원유
学位,ガク|イ,ガク|イ,학위
高等,コウ|トウ,コー|トー,고등
湿度,シツ|ド,シツ|ド,습도
高血圧,コウ|ケツ|アツ,コー|ケツ|アツ,고혈압
役割,ヤク|ワリ,ヤク|ワリ,역할
皮膚,ヒ|フ,ヒ|フ,피부
典礼,テン|レイ,テン|レイ,전례
地理,チ|リ,チ|リ,지리
等温,トウ|オン,トー|オン,등온
過程,カ|テイ,カ|テイ,과정
因子,イン|シ,イン|シ,인자
熱源,ネツ|ゲン,ネツ|ゲン,열원
洞窟,ドウ|クツ,ドー|クツ,동굴
知能,チ|ノウ,チ|ノー,지능
解決,カイ|ケツ,カイ|ケツ,해결
保安,ホ|アン,ホ|アン,보안
故意,コ|イ,コ|イ,고의
応答,オウ|トウ,オー|トー,응답
観光,カン|コウ,カン|コー,관광
生活,セイ|カツ,セイ|カツ,생활
様式,ヨウ|シキ,ヨー|シキ,양식
存在,ソン|ザイ,ソン|ザイ,존재
直接,チョク|セツ,チョク|セツ,직접
探偵,タン|テイ,タン|テイ,탐정
音源,オン|ゲン,オン|ゲン,음원
友情,ユウ|ジョウ,ユー|ジョー,우정
製品,セイ|ヒン,セイ|ヒン,제품
混合,コン|ゴウ,コン|ゴー,혼합
暖房,ダン|ボウ,ダン|ボー,난방
発明,ハツ|メイ,ハツ|メイ,발명
性能,セイ|ノウ,セイ|ノー,성능
業,ゴウ,ゴー,업
占星術,セン|セイ|ジュツ,セン|セイ|ジュツ,점성술
監督,カン|トク,カン|トク,감독
毎日新聞,マイ|ニチ|シン|ブン,マイ|ニチ|シン|ブン,매일신문
快刀,カイ|トウ,カイ|トー,쾌도
生産,セイ|サン,セイ|サン,생산
甲,カブト,カブト,갑
販売,ハン|バイ,ハン|バイ,판매
義兵,ギ|ヘイ,ギ|ヘイ,의병
童謡,ドウ|ヨウ,ドー|ヨー,동요
軍歌,グン|カ,グン|カ,군가
工場,コウ|ジョウ,コー|ジョー,공장
変成岩,ヘン|セイ|ガン,ヘン|セイ|ガン,변성암
景気,ケイ|キ,ケイ|キ,경기
循環,ジュン|カン,ジュン|カン,순환
準備,ジュン|ビ,ジュン|ビ,준비
支局,シ|キョク,シ|キョク,지국
歩兵,ホ|ヘイ,ホ|ヘイ,보병
惑星,ワク|セイ,ワク|セイ,혹성
大政奉還,タイ|セイ|ホウ|カン,タイ|セイ|ホー|カン,대정봉환
命令,メイ|レイ,メイ|レイ,명령
武道,ブ|ドウ,ブ|ドー,무도
天馬,テン|マ,テン|マ,천마
汚染,オ|セン,オ|セン,오염
運行,ウン|コウ,ウン|コー,운행
系統,ケイ|トウ,ケイ|トー,계통
埋没,マイ|ボツ,マイ|ボツ,매몰
費用,ヒ|ヨウ,ヒ|ヨー,비용
授業,ジュ|ギョウ,ジュ|ギョー,수업
抗力,コウ|リョク,コー|リョク,항력
峰,ホウ,ホー,봉
脅迫,キョウ|ハク,キョー|ハク,협박
予防,ヨ|ボウ,ヨ|ボー,예방
接種,セッ|シュ,セッ|シュ,접종
聖歌,セイ|カ,セイ|カ,성가
英国,エイ|コク,エイ|コク,영국
軍旗,グン|キ,グン|キ,군기
毛利,モウ|リ,モー|リ,모리
蘭,ラン,ラン,란
玉髄,ギョク|ズイ,ギョク|ズイ,옥수
旧,キュウ,キュー,구
雇用,コ|ヨウ,コ|ヨー,고용
棋戦,キ|セン,キ|セン,기전
史跡,シ|セキ,シ|セキ,사적
弾性,ダン|セイ,ダン|セイ,탄성
帰納,キ|ノウ,キ|ノー,귀납
適合,テキ|ゴウ,テキ|ゴー,적합
菩薩,ボ|サツ,ボ|サツ,보살
牛乳,ギュウ|ニュウ,ギュー|ニュー,우유
競争,キョウ|ソウ,キョー|ソー,경쟁
寡占,カ|セン,カ|セン,과점
防止,ボウ|シ,ボー|シ,방지
公正,コウ|セイ,コー|セイ,공정
李,リ,リ,리
胃癌,イ|ガン,イ|ガン,위암
物流,ブツ|リュウ,ブツ|リュー,물류
御所,ゴ|ショ,ゴ|ショ,어소
石膏,セッ|コウ,セッ|コー,석고
手榴弾,テ|リュウ|ダン,テ|リュー|ダン,수류탄
香辛料,コウ|シン|リョウ,コー|シン|リョー,향신료
疾患,シッ|カン,シッ|カン,질환
毎日放送,マイ|ニチ|ホウ|ソウ,マイ|ニチ|ホー|ソー,매일방송
肛門,コウ|モン,コー|モン,항문
琵琶,ビ|ワ,ビ|ワ,비파
核果,カッ|カ,カッ|カ,핵과
皮革,ヒ|カク,ヒ|カク,피혁
貪欲,ドン|ヨク,ドン|ヨク,탐욕
剣,ケン,ケン,검
大陸棚,タイ|リク|ダナ,タイ|リク|ダナ,대륙붕
褶曲,シュウ|キョク,シュー|キョク,습곡
法典,ホウ|テン,ホー|テン,법전
伝燈寺,デン|ドウ|ジ,デン|ドー|ジ,전등사
火災,カ|サイ,カ|サイ,화재
伯爵,ハク|シャク,ハク|シャク,백작
依存,イ|ゾン,イ|ゾン,의존
単細胞,タン|サイ|ボウ,タン|サイ|ボー,단세포
測定,ソク|テイ,ソク|テイ,측정
美学,ビ|ガク,ビ|ガク,미학
巨星,キョ|セイ,キョ|セイ,거성
近代,キン|ダイ,キン|ダイ,근대
括約筋,カツ|ヤク|キン,カツ|ヤク|キン,괄약근
静的,セイ|テキ,セイ|テキ,정적
大元帥,ダイ|ゲン|スイ,ダイ|ゲン|スイ,대원수
園芸,エン|ゲイ,エン|ゲイ,원예
空想,クウ|ソウ,クー|ソー,공상
東京,トウ|キョウ,トー|キョー,동경
予報,ヨ|ホウ,ヨ|ホー,예보
造山,ツク|リヤマ,ツク|リヤマ,조산
母乳,ボ|ニュウ,ボ|ニュー,모유
随筆,ズイ|ヒツ,ズイ|ヒツ,수필
孫子,マゴ|コ,マゴ|コ,손자
空港線,クウ|コウ|セン,クー|コー|セン,공항선
極,ゴク,ゴク,극
近傍,キン|ボウ,キン|ボー,근방
帯状疱疹,タイ|ジョウ|ホウ|シン,タイ|ジョー|ホー|シン,대상포진
評価,ヒョウ|カ,ヒョー|カ,평가
東部,トウ|ブ,トー|ブ,동부
纏足,テン|ソク,テン|ソク,전족
太極拳,タイ|キョク|ケン,タイ|キョク|ケン,태극권
会計,カイ|ケイ,カイ|ケイ,회계
共通,キョウ|ツウ,キョー|ツー,공통
基盤,キ|バン,キ|バン,기반
中間,チュウ|カン,チュー|カン,중간
火口,カ|コウ,カ|コー,화구
成人,セイ|ジン,セイ|ジン,성인
媒体,バイ|タイ,バイ|タイ,매체
濃度,ノウ|ド,ノー|ド,농도
捕手,ホ|シュ,ホ|シュ,포수
朝貢,チョウ|コウ,チョー|コー,조공
人民,ジン|ミン,ジン|ミン,인민
戒厳,カイ|ゲン,カイ|ゲン,계엄
創造,ソウ|ゾウ,ソー|ゾー,창조
装甲車,ソウ|コウ|シャ,ソー|コー|シャ,장갑차
完封,カン|プウ,カン|プー,완봉
積乱雲,セキ|ラン|ウン,セキ|ラン|ウン,적란운
人生,ジン|セイ,ジン|セイ,인생
積雲,セキ|ウン,セキ|ウン,적운
生放送,ナマ|ホウ|ソウ,ナマ|ホー|ソー,생방송
目的,モク|テキ,モク|テキ,목적
静脈,ジョウ|ミャク,ジョー|ミャク,정맥
煙霧,エン|ム,エン|ム,연무
光,ヒカリ,ヒカリ,광
校歌,コウ|カ,コー|カ,교가
研究,ケン|キュウ,ケン|キュー,연구
天球,テン|キュウ,テン|キュー,천구
母語,ボ|ゴ,ボ|ゴ,모어
球面,キュウ|メン,キュー|メン,구면
湿地,シッ|チ,シッ|チ,습지
和菓子,ワ|ガ|シ,ワ|ガ|シ,화과자
統治,トウ|チ,トー|チ,통치
西洋,セイ|ヨウ,セイ|ヨー,서양
繊維,セン|イ,セン|イ,섬유
新書,シン|ショ,シン|ショ,신서
中華,チュウ|カ,チュー|カ,중화
週末,シュウ|マツ,シュー|マツ,주말
誕生石,タン|ジョウ|セキ,タン|ジョー|セキ,탄생석
木工,モッ|コウ,モッ|コー,목공
珠江,タマ|エ,タマ|エ,주강
江,コウ,コー,강
間,カン,カン,간
庭園,テイ|エン,テイ|エン,정원
県立,ケン|リツ,ケン|リツ,현립
元帥,ゲン|スイ,ゲン|スイ,원수
高覧,コウ|ラン,コー|ラン,고람
高気圧,コウ|キ|アツ,コー|キ|アツ,고기압
寒冷前線,カン|レイ|ゼン|セン,カン|レイ|ゼン|セン,한랭전선
規則,キ|ソク,キ|ソク,규칙
天壇,テン|ダン,テン|ダン,천단
大仏,ダイ|ブツ,ダイ|ブツ,대불
法家,ホウ|カ,ホー|カ,법가
原人,ゲン|ジン,ゲン|ジン,원인
特許,トッ|キョ,トッ|キョ,특허
上場,ジョウ|ジョウ,ジョー|ジョー,상장
王昭君,オウ|ショウ|クン,オー|ショー|クン,왕소군
京畿,ケイキ|,ケイキ|,경기
大腸菌,ダイ|チョウ|キン,ダイ|チョー|キン,대장균
天池,アマ|イケ,アマ|イケ,천지
催眠,サイ|ミン,サイ|ミン,최면
資源,シ|ゲン,シ|ゲン,자원
安打,アン|ダ,アン|ダ,안타
彩雲,サイ|ウン,サイ|ウン,채운
形容詞,ケイ|ヨウ|シ,ケイ|ヨー|シ,형용사
溶接,ヨウ|セツ,ヨー|セツ,용접
賛歌,サン|カ,サン|カ,찬가
個人,コ|ジン,コ|ジン,개인
敬語,ケイ|ゴ,ケイ|ゴ,경어
反発,ハン|パツ,ハン|パツ,반발
生活協同組合,セイ|カツ|キョウ|ドウ|クミ|アイ,セイ|カツ|キョー|ドー|クミ|アイ,생활협동조합
桃源郷,トウ|ゲン|キョウ,トー|ゲン|キョー,도원향
遊牧民,ユウ|ボク|ミン,ユー|ボク|ミン,유목민
江華島,コウ|カ|トウ,コー|カ|トー,강화도
風化,フウ|カ,フー|カ,풍화
資産,シ|サン,シ|サン,자산
投資,トウ|シ,トー|シ,투자
対流,タイ|リュウ,タイ|リュー,대류
巨大,キョ|ダイ,キョ|ダイ,거대
約束,ヤク|ソク,ヤク|ソク,약속
字幕,ジ|マク,ジ|マク,자막
状態,ジョウ|タイ,ジョー|タイ,상태
優位,ユウ|イ,ユー|イ,우위
表面,ヒョウ|メン,ヒョー|メン,표면
地球儀,チ|キュウ|ギ,チ|キュー|ギ,지구의
迷路,メイ|ロ,メイ|ロ,미로
市立,シ|リツ,シ|リツ,시립
摂政,セッ|ショウ,セッ|ショー,섭정
爆発,バク|ハツ,バク|ハツ,폭발
香水,コウ|スイ,コー|スイ,향수
道徳,ドウ|トク,ドー|トク,도덕
浮腫,ムク|ミ,ムク|ミ,부종
括弧,カッ|コ,カッ|コ,괄호
二酸化,ニ|サン|カ,ニ|サン|カ,이산화
塩素,エン|ソ,エン|ソ,염소
長官,チョウ|カン,チョー|カン,장관
骨髄,コツ|ヅイ,コツ|ズイ,골수
公明党,コウ|メイ|トウ,コー|メイ|トー,공명당
表面張力,ヒョウ|メン|チョウ|リョク,ヒョー|メン|チョー|リョク,표면장력
毛細血管,モウ|サイ|ケッ|カン,モー|サイ|ケッ|カン,모세혈관
形質,ケイ|シツ,ケイ|シツ,형질
